"","secs","timest","st_id","st_lon","st_lat","q_cms","q_cfs","dpth_m","POSIXct","wy","dateTime"
"7663",27586800,"2010-11-16 08:00:00","    18578829",-87.38462,34.28121,0.287,10.124,0,2010-11-16 08:00:00,2011,2010-11-16 08:00:00
"7664",27590400,"2010-11-16 09:00:00","    18578829",-87.38462,34.28121,0.287,10.136,0,2010-11-16 09:00:00,2011,2010-11-16 09:00:00
"7665",27594000,"2010-11-16 10:00:00","    18578829",-87.38462,34.28121,0.287,10.148,0,2010-11-16 10:00:00,2011,2010-11-16 10:00:00
"7666",27597600,"2010-11-16 11:00:00","    18578829",-87.38462,34.28121,0.288,10.159,0,2010-11-16 11:00:00,2011,2010-11-16 11:00:00
"7667",27601200,"2010-11-16 12:00:00","    18578829",-87.38462,34.28121,0.288,10.17,0,2010-11-16 12:00:00,2011,2010-11-16 12:00:00
"7668",27604800,"2010-11-16 13:00:00","    18578829",-87.38462,34.28121,0.985,34.788,0,2010-11-16 13:00:00,2011,2010-11-16 13:00:00
"7669",27608400,"2010-11-16 14:00:00","    18578829",-87.38462,34.28121,1.019,35.988,0,2010-11-16 14:00:00,2011,2010-11-16 14:00:00
"7670",27612000,"2010-11-16 15:00:00","    18578829",-87.38462,34.28121,0.879,31.054,0,2010-11-16 15:00:00,2011,2010-11-16 15:00:00
"7671",27615600,"2010-11-16 16:00:00","    18578829",-87.38462,34.28121,0.78,27.55,0,2010-11-16 16:00:00,2011,2010-11-16 16:00:00
"7672",27619200,"2010-11-16 17:00:00","    18578829",-87.38462,34.28121,0.701,24.754,0,2010-11-16 17:00:00,2011,2010-11-16 17:00:00
"7673",27622800,"2010-11-16 18:00:00","    18578829",-87.38462,34.28121,0.638,22.531,0,2010-11-16 18:00:00,2011,2010-11-16 18:00:00
"7674",27626400,"2010-11-16 19:00:00","    18578829",-87.38462,34.28121,0.587,20.747,0,2010-11-16 19:00:00,2011,2010-11-16 19:00:00
"7675",27630000,"2010-11-16 20:00:00","    18578829",-87.38462,34.28121,0.549,19.371,0,2010-11-16 20:00:00,2011,2010-11-16 20:00:00
"7676",27633600,"2010-11-16 21:00:00","    18578829",-87.38462,34.28121,0.519,18.335,0,2010-11-16 21:00:00,2011,2010-11-16 21:00:00
"7677",27637200,"2010-11-16 22:00:00","    18578829",-87.38462,34.28121,0.499,17.611,0,2010-11-16 22:00:00,2011,2010-11-16 22:00:00
"7678",27640800,"2010-11-16 23:00:00","    18578829",-87.38462,34.28121,0.484,17.098,0,2010-11-16 23:00:00,2011,2010-11-16 23:00:00
"7679",27644400,"2010-11-17 00:00:00","    18578829",-87.38462,34.28121,0.474,16.755,0,2010-11-17 00:00:00,2011,2010-11-17 00:00:00
"7680",27648000,"2010-11-17 01:00:00","    18578829",-87.38462,34.28121,0.469,16.555,0,2010-11-17 01:00:00,2011,2010-11-17 01:00:00
"7681",27651600,"2010-11-17 02:00:00","    18578829",-87.38462,34.28121,0.466,16.474,0,2010-11-17 02:00:00,2011,2010-11-17 02:00:00
"7682",27655200,"2010-11-17 03:00:00","    18578829",-87.38462,34.28121,0.467,16.49,0,2010-11-17 03:00:00,2011,2010-11-17 03:00:00
"7683",27658800,"2010-11-17 04:00:00","    18578829",-87.38462,34.28121,0.47,16.583,0,2010-11-17 04:00:00,2011,2010-11-17 04:00:00
"7684",27662400,"2010-11-17 05:00:00","    18578829",-87.38462,34.28121,0.474,16.734,0,2010-11-17 05:00:00,2011,2010-11-17 05:00:00
"7685",27666000,"2010-11-17 06:00:00","    18578829",-87.38462,34.28121,0.479,16.927,0,2010-11-17 06:00:00,2011,2010-11-17 06:00:00
"7686",27669600,"2010-11-17 07:00:00","    18578829",-87.38462,34.28121,0.486,17.146,0,2010-11-17 07:00:00,2011,2010-11-17 07:00:00
"7687",27673200,"2010-11-17 08:00:00","    18578829",-87.38462,34.28121,0.492,17.38,0,2010-11-17 08:00:00,2011,2010-11-17 08:00:00
"7688",27676800,"2010-11-17 09:00:00","    18578829",-87.38462,34.28121,0.499,17.615,0,2010-11-17 09:00:00,2011,2010-11-17 09:00:00
"7689",27680400,"2010-11-17 10:00:00","    18578829",-87.38462,34.28121,0.505,17.843,0,2010-11-17 10:00:00,2011,2010-11-17 10:00:00
"7690",27684000,"2010-11-17 11:00:00","    18578829",-87.38462,34.28121,0.511,18.056,0,2010-11-17 11:00:00,2011,2010-11-17 11:00:00
"7691",27687600,"2010-11-17 12:00:00","    18578829",-87.38462,34.28121,0.517,18.246,0,2010-11-17 12:00:00,2011,2010-11-17 12:00:00
"7692",27691200,"2010-11-17 13:00:00","    18578829",-87.38462,34.28121,0.521,18.409,0,2010-11-17 13:00:00,2011,2010-11-17 13:00:00
"7693",27694800,"2010-11-17 14:00:00","    18578829",-87.38462,34.28121,0.525,18.541,0,2010-11-17 14:00:00,2011,2010-11-17 14:00:00
"7694",27698400,"2010-11-17 15:00:00","    18578829",-87.38462,34.28121,0.528,18.64,0,2010-11-17 15:00:00,2011,2010-11-17 15:00:00
"7695",27702000,"2010-11-17 16:00:00","    18578829",-87.38462,34.28121,0.53,18.705,0,2010-11-17 16:00:00,2011,2010-11-17 16:00:00
"7696",27705600,"2010-11-17 17:00:00","    18578829",-87.38462,34.28121,0.531,18.736,0,2010-11-17 17:00:00,2011,2010-11-17 17:00:00
"7697",27709200,"2010-11-17 18:00:00","    18578829",-87.38462,34.28121,0.531,18.735,0,2010-11-17 18:00:00,2011,2010-11-17 18:00:00
"7698",27712800,"2010-11-17 19:00:00","    18578829",-87.38462,34.28121,0.53,18.701,0,2010-11-17 19:00:00,2011,2010-11-17 19:00:00
"7699",27716400,"2010-11-17 20:00:00","    18578829",-87.38462,34.28121,0.528,18.638,0,2010-11-17 20:00:00,2011,2010-11-17 20:00:00
"7700",27720000,"2010-11-17 21:00:00","    18578829",-87.38462,34.28121,0.525,18.547,0,2010-11-17 21:00:00,2011,2010-11-17 21:00:00
"7701",27723600,"2010-11-17 22:00:00","    18578829",-87.38462,34.28121,0.522,18.431,0,2010-11-17 22:00:00,2011,2010-11-17 22:00:00
"7702",27727200,"2010-11-17 23:00:00","    18578829",-87.38462,34.28121,0.518,18.292,0,2010-11-17 23:00:00,2011,2010-11-17 23:00:00
"7703",27730800,"2010-11-18 00:00:00","    18578829",-87.38462,34.28121,0.513,18.134,0,2010-11-18 00:00:00,2011,2010-11-18 00:00:00
"7704",27734400,"2010-11-18 01:00:00","    18578829",-87.38462,34.28121,0.509,17.959,0,2010-11-18 01:00:00,2011,2010-11-18 01:00:00
"7705",27738000,"2010-11-18 02:00:00","    18578829",-87.38462,34.28121,0.503,17.772,0,2010-11-18 02:00:00,2011,2010-11-18 02:00:00
"7706",27741600,"2010-11-18 03:00:00","    18578829",-87.38462,34.28121,0.498,17.573,0,2010-11-18 03:00:00,2011,2010-11-18 03:00:00
"7707",27745200,"2010-11-18 04:00:00","    18578829",-87.38462,34.28121,0.492,17.366,0,2010-11-18 04:00:00,2011,2010-11-18 04:00:00
"7708",27748800,"2010-11-18 05:00:00","    18578829",-87.38462,34.28121,0.486,17.153,0,2010-11-18 05:00:00,2011,2010-11-18 05:00:00
"7709",27752400,"2010-11-18 06:00:00","    18578829",-87.38462,34.28121,0.48,16.935,0,2010-11-18 06:00:00,2011,2010-11-18 06:00:00
"7710",27756000,"2010-11-18 07:00:00","    18578829",-87.38462,34.28121,0.473,16.713,0,2010-11-18 07:00:00,2011,2010-11-18 07:00:00
"7711",27759600,"2010-11-18 08:00:00","    18578829",-87.38462,34.28121,0.465,16.436,0,2010-11-18 08:00:00,2011,2010-11-18 08:00:00
"7712",27763200,"2010-11-18 09:00:00","    18578829",-87.38462,34.28121,0.45,15.904,0,2010-11-18 09:00:00,2011,2010-11-18 09:00:00
"7713",27766800,"2010-11-18 10:00:00","    18578829",-87.38462,34.28121,0.442,15.617,0,2010-11-18 10:00:00,2011,2010-11-18 10:00:00
"7714",27770400,"2010-11-18 11:00:00","    18578829",-87.38462,34.28121,0.436,15.383,0,2010-11-18 11:00:00,2011,2010-11-18 11:00:00
"7715",27774000,"2010-11-18 12:00:00","    18578829",-87.38462,34.28121,0.429,15.165,0,2010-11-18 12:00:00,2011,2010-11-18 12:00:00
"7716",27777600,"2010-11-18 13:00:00","    18578829",-87.38462,34.28121,0.423,14.953,0,2010-11-18 13:00:00,2011,2010-11-18 13:00:00
"7717",27781200,"2010-11-18 14:00:00","    18578829",-87.38462,34.28121,0.418,14.748,0,2010-11-18 14:00:00,2011,2010-11-18 14:00:00
"7718",27784800,"2010-11-18 15:00:00","    18578829",-87.38462,34.28121,0.412,14.549,0,2010-11-18 15:00:00,2011,2010-11-18 15:00:00
"7719",27788400,"2010-11-18 16:00:00","    18578829",-87.38462,34.28121,0.407,14.356,0,2010-11-18 16:00:00,2011,2010-11-18 16:00:00
"7720",27792000,"2010-11-18 17:00:00","    18578829",-87.38462,34.28121,0.401,14.169,0,2010-11-18 17:00:00,2011,2010-11-18 17:00:00
"7721",27795600,"2010-11-18 18:00:00","    18578829",-87.38462,34.28121,0.396,13.988,0,2010-11-18 18:00:00,2011,2010-11-18 18:00:00
"7722",27799200,"2010-11-18 19:00:00","    18578829",-87.38462,34.28121,0.391,13.811,0,2010-11-18 19:00:00,2011,2010-11-18 19:00:00
"7723",27802800,"2010-11-18 20:00:00","    18578829",-87.38462,34.28121,0.386,13.64,0,2010-11-18 20:00:00,2011,2010-11-18 20:00:00
"7724",27806400,"2010-11-18 21:00:00","    18578829",-87.38462,34.28121,0.382,13.476,0,2010-11-18 21:00:00,2011,2010-11-18 21:00:00
"7725",27810000,"2010-11-18 22:00:00","    18578829",-87.38462,34.28121,0.377,13.319,0,2010-11-18 22:00:00,2011,2010-11-18 22:00:00
"7726",27813600,"2010-11-18 23:00:00","    18578829",-87.38462,34.28121,0.372,13.141,0,2010-11-18 23:00:00,2011,2010-11-18 23:00:00
"7727",27817200,"2010-11-19 00:00:00","    18578829",-87.38462,34.28121,0.367,12.976,0,2010-11-19 00:00:00,2011,2010-11-19 00:00:00
"7728",27820800,"2010-11-19 01:00:00","    18578829",-87.38462,34.28121,0.364,12.84,0,2010-11-19 01:00:00,2011,2010-11-19 01:00:00
"7729",27824400,"2010-11-19 02:00:00","    18578829",-87.38462,34.28121,0.36,12.719,0,2010-11-19 02:00:00,2011,2010-11-19 02:00:00
"7730",27828000,"2010-11-19 03:00:00","    18578829",-87.38462,34.28121,0.357,12.604,0,2010-11-19 03:00:00,2011,2010-11-19 03:00:00
"7731",27831600,"2010-11-19 04:00:00","    18578829",-87.38462,34.28121,0.354,12.493,0,2010-11-19 04:00:00,2011,2010-11-19 04:00:00
"7732",27835200,"2010-11-19 05:00:00","    18578829",-87.38462,34.28121,0.351,12.387,0,2010-11-19 05:00:00,2011,2010-11-19 05:00:00
"7733",27838800,"2010-11-19 06:00:00","    18578829",-87.38462,34.28121,0.348,12.285,0,2010-11-19 06:00:00,2011,2010-11-19 06:00:00
"7734",27842400,"2010-11-19 07:00:00","    18578829",-87.38462,34.28121,0.345,12.187,0,2010-11-19 07:00:00,2011,2010-11-19 07:00:00
"7735",27846000,"2010-11-19 08:00:00","    18578829",-87.38462,34.28121,0.342,12.093,0,2010-11-19 08:00:00,2011,2010-11-19 08:00:00
"7736",27849600,"2010-11-19 09:00:00","    18578829",-87.38462,34.28121,0.34,12.003,0,2010-11-19 09:00:00,2011,2010-11-19 09:00:00
"7737",27853200,"2010-11-19 10:00:00","    18578829",-87.38462,34.28121,0.337,11.918,0,2010-11-19 10:00:00,2011,2010-11-19 10:00:00
"7738",27856800,"2010-11-19 11:00:00","    18578829",-87.38462,34.28121,0.335,11.837,0,2010-11-19 11:00:00,2011,2010-11-19 11:00:00
"7739",27860400,"2010-11-19 12:00:00","    18578829",-87.38462,34.28121,0.333,11.759,0,2010-11-19 12:00:00,2011,2010-11-19 12:00:00
"7740",27864000,"2010-11-19 13:00:00","    18578829",-87.38462,34.28121,0.331,11.684,0,2010-11-19 13:00:00,2011,2010-11-19 13:00:00
"7741",27867600,"2010-11-19 14:00:00","    18578829",-87.38462,34.28121,0.329,11.613,0,2010-11-19 14:00:00,2011,2010-11-19 14:00:00
"7742",27871200,"2010-11-19 15:00:00","    18578829",-87.38462,34.28121,0.327,11.545,0,2010-11-19 15:00:00,2011,2010-11-19 15:00:00
"7743",27874800,"2010-11-19 16:00:00","    18578829",-87.38462,34.28121,0.325,11.483,0,2010-11-19 16:00:00,2011,2010-11-19 16:00:00
"7744",27878400,"2010-11-19 17:00:00","    18578829",-87.38462,34.28121,0.323,11.424,0,2010-11-19 17:00:00,2011,2010-11-19 17:00:00
"7745",27882000,"2010-11-19 18:00:00","    18578829",-87.38462,34.28121,0.322,11.369,0,2010-11-19 18:00:00,2011,2010-11-19 18:00:00
"7746",27885600,"2010-11-19 19:00:00","    18578829",-87.38462,34.28121,0.32,11.317,0,2010-11-19 19:00:00,2011,2010-11-19 19:00:00
"7747",27889200,"2010-11-19 20:00:00","    18578829",-87.38462,34.28121,0.319,11.263,0,2010-11-19 20:00:00,2011,2010-11-19 20:00:00
"7748",27892800,"2010-11-19 21:00:00","    18578829",-87.38462,34.28121,0.317,11.21,0,2010-11-19 21:00:00,2011,2010-11-19 21:00:00
"7749",27896400,"2010-11-19 22:00:00","    18578829",-87.38462,34.28121,0.316,11.159,0,2010-11-19 22:00:00,2011,2010-11-19 22:00:00
"7750",27900000,"2010-11-19 23:00:00","    18578829",-87.38462,34.28121,0.315,11.109,0,2010-11-19 23:00:00,2011,2010-11-19 23:00:00
"7751",27903600,"2010-11-20 00:00:00","    18578829",-87.38462,34.28121,0.313,11.063,0,2010-11-20 00:00:00,2011,2010-11-20 00:00:00
"7752",27907200,"2010-11-20 01:00:00","    18578829",-87.38462,34.28121,0.312,11.023,0,2010-11-20 01:00:00,2011,2010-11-20 01:00:00
"7753",27910800,"2010-11-20 02:00:00","    18578829",-87.38462,34.28121,0.311,10.988,0,2010-11-20 02:00:00,2011,2010-11-20 02:00:00
"7754",27914400,"2010-11-20 03:00:00","    18578829",-87.38462,34.28121,0.31,10.955,0,2010-11-20 03:00:00,2011,2010-11-20 03:00:00
"7755",27918000,"2010-11-20 04:00:00","    18578829",-87.38462,34.28121,0.309,10.925,0,2010-11-20 04:00:00,2011,2010-11-20 04:00:00
"7756",27921600,"2010-11-20 05:00:00","    18578829",-87.38462,34.28121,0.309,10.897,0,2010-11-20 05:00:00,2011,2010-11-20 05:00:00
"7757",27925200,"2010-11-20 06:00:00","    18578829",-87.38462,34.28121,0.308,10.871,0,2010-11-20 06:00:00,2011,2010-11-20 06:00:00
"7758",27928800,"2010-11-20 07:00:00","    18578829",-87.38462,34.28121,0.307,10.847,0,2010-11-20 07:00:00,2011,2010-11-20 07:00:00
"7759",27932400,"2010-11-20 08:00:00","    18578829",-87.38462,34.28121,0.306,10.823,0,2010-11-20 08:00:00,2011,2010-11-20 08:00:00
"7760",27936000,"2010-11-20 09:00:00","    18578829",-87.38462,34.28121,0.306,10.801,0,2010-11-20 09:00:00,2011,2010-11-20 09:00:00
"7761",27939600,"2010-11-20 10:00:00","    18578829",-87.38462,34.28121,0.305,10.78,0,2010-11-20 10:00:00,2011,2010-11-20 10:00:00
"7762",27943200,"2010-11-20 11:00:00","    18578829",-87.38462,34.28121,0.305,10.76,0,2010-11-20 11:00:00,2011,2010-11-20 11:00:00
"7763",27946800,"2010-11-20 12:00:00","    18578829",-87.38462,34.28121,0.304,10.741,0,2010-11-20 12:00:00,2011,2010-11-20 12:00:00
"7764",27950400,"2010-11-20 13:00:00","    18578829",-87.38462,34.28121,0.304,10.723,0,2010-11-20 13:00:00,2011,2010-11-20 13:00:00
"7765",27954000,"2010-11-20 14:00:00","    18578829",-87.38462,34.28121,0.303,10.707,0,2010-11-20 14:00:00,2011,2010-11-20 14:00:00
"7766",27957600,"2010-11-20 15:00:00","    18578829",-87.38462,34.28121,0.303,10.69,0,2010-11-20 15:00:00,2011,2010-11-20 15:00:00
"7767",27961200,"2010-11-20 16:00:00","    18578829",-87.38462,34.28121,0.302,10.674,0,2010-11-20 16:00:00,2011,2010-11-20 16:00:00
"7768",27964800,"2010-11-20 17:00:00","    18578829",-87.38462,34.28121,0.302,10.661,0,2010-11-20 17:00:00,2011,2010-11-20 17:00:00
"7769",27968400,"2010-11-20 18:00:00","    18578829",-87.38462,34.28121,0.302,10.648,0,2010-11-20 18:00:00,2011,2010-11-20 18:00:00
"7770",27972000,"2010-11-20 19:00:00","    18578829",-87.38462,34.28121,0.301,10.637,0,2010-11-20 19:00:00,2011,2010-11-20 19:00:00
"7771",27975600,"2010-11-20 20:00:00","    18578829",-87.38462,34.28121,0.301,10.623,0,2010-11-20 20:00:00,2011,2010-11-20 20:00:00
"7772",27979200,"2010-11-20 21:00:00","    18578829",-87.38462,34.28121,0.3,10.609,0,2010-11-20 21:00:00,2011,2010-11-20 21:00:00
"7773",27982800,"2010-11-20 22:00:00","    18578829",-87.38462,34.28121,0.3,10.594,0,2010-11-20 22:00:00,2011,2010-11-20 22:00:00
"7774",27986400,"2010-11-20 23:00:00","    18578829",-87.38462,34.28121,0.3,10.579,0,2010-11-20 23:00:00,2011,2010-11-20 23:00:00
"7775",27990000,"2010-11-21 00:00:00","    18578829",-87.38462,34.28121,0.299,10.564,0,2010-11-21 00:00:00,2011,2010-11-21 00:00:00
"7776",27993600,"2010-11-21 01:00:00","    18578829",-87.38462,34.28121,0.299,10.551,0,2010-11-21 01:00:00,2011,2010-11-21 01:00:00
"7777",27997200,"2010-11-21 02:00:00","    18578829",-87.38462,34.28121,0.298,10.54,0,2010-11-21 02:00:00,2011,2010-11-21 02:00:00
"7778",28000800,"2010-11-21 03:00:00","    18578829",-87.38462,34.28121,0.298,10.53,0,2010-11-21 03:00:00,2011,2010-11-21 03:00:00
"7779",28004400,"2010-11-21 04:00:00","    18578829",-87.38462,34.28121,0.298,10.524,0,2010-11-21 04:00:00,2011,2010-11-21 04:00:00
"7780",28008000,"2010-11-21 05:00:00","    18578829",-87.38462,34.28121,0.298,10.521,0,2010-11-21 05:00:00,2011,2010-11-21 05:00:00
"7781",28011600,"2010-11-21 06:00:00","    18578829",-87.38462,34.28121,0.298,10.519,0,2010-11-21 06:00:00,2011,2010-11-21 06:00:00
"7782",28015200,"2010-11-21 07:00:00","    18578829",-87.38462,34.28121,0.298,10.525,0,2010-11-21 07:00:00,2011,2010-11-21 07:00:00
"7783",28018800,"2010-11-21 08:00:00","    18578829",-87.38462,34.28121,0.298,10.523,0,2010-11-21 08:00:00,2011,2010-11-21 08:00:00
"7784",28022400,"2010-11-21 09:00:00","    18578829",-87.38462,34.28121,0.298,10.521,0,2010-11-21 09:00:00,2011,2010-11-21 09:00:00
"7785",28026000,"2010-11-21 10:00:00","    18578829",-87.38462,34.28121,0.298,10.518,0,2010-11-21 10:00:00,2011,2010-11-21 10:00:00
"7786",28029600,"2010-11-21 11:00:00","    18578829",-87.38462,34.28121,0.298,10.516,0,2010-11-21 11:00:00,2011,2010-11-21 11:00:00
"7787",28033200,"2010-11-21 12:00:00","    18578829",-87.38462,34.28121,0.298,10.514,0,2010-11-21 12:00:00,2011,2010-11-21 12:00:00
"7788",28036800,"2010-11-21 13:00:00","    18578829",-87.38462,34.28121,0.298,10.513,0,2010-11-21 13:00:00,2011,2010-11-21 13:00:00
"7789",28040400,"2010-11-21 14:00:00","    18578829",-87.38462,34.28121,0.298,10.512,0,2010-11-21 14:00:00,2011,2010-11-21 14:00:00
"7790",28044000,"2010-11-21 15:00:00","    18578829",-87.38462,34.28121,0.298,10.513,0,2010-11-21 15:00:00,2011,2010-11-21 15:00:00
"7791",28047600,"2010-11-21 16:00:00","    18578829",-87.38462,34.28121,0.298,10.516,0,2010-11-21 16:00:00,2011,2010-11-21 16:00:00
"7792",28051200,"2010-11-21 17:00:00","    18578829",-87.38462,34.28121,0.298,10.523,0,2010-11-21 17:00:00,2011,2010-11-21 17:00:00
"7793",28054800,"2010-11-21 18:00:00","    18578829",-87.38462,34.28121,0.298,10.532,0,2010-11-21 18:00:00,2011,2010-11-21 18:00:00
"7794",28058400,"2010-11-21 19:00:00","    18578829",-87.38462,34.28121,0.298,10.541,0,2010-11-21 19:00:00,2011,2010-11-21 19:00:00
"7795",28062000,"2010-11-21 20:00:00","    18578829",-87.38462,34.28121,0.299,10.544,0,2010-11-21 20:00:00,2011,2010-11-21 20:00:00
"7796",28065600,"2010-11-21 21:00:00","    18578829",-87.38462,34.28121,0.298,10.541,0,2010-11-21 21:00:00,2011,2010-11-21 21:00:00
"7797",28069200,"2010-11-21 22:00:00","    18578829",-87.38462,34.28121,0.298,10.515,0,2010-11-21 22:00:00,2011,2010-11-21 22:00:00
"7798",28072800,"2010-11-21 23:00:00","    18578829",-87.38462,34.28121,0.298,10.517,0,2010-11-21 23:00:00,2011,2010-11-21 23:00:00
"7799",28076400,"2010-11-22 00:00:00","    18578829",-87.38462,34.28121,0.298,10.518,0,2010-11-22 00:00:00,2011,2010-11-22 00:00:00
"7800",28080000,"2010-11-22 01:00:00","    18578829",-87.38462,34.28121,0.298,10.521,0,2010-11-22 01:00:00,2011,2010-11-22 01:00:00
"7801",28083600,"2010-11-22 02:00:00","    18578829",-87.38462,34.28121,0.298,10.525,0,2010-11-22 02:00:00,2011,2010-11-22 02:00:00
"7802",28087200,"2010-11-22 03:00:00","    18578829",-87.38462,34.28121,0.298,10.537,0,2010-11-22 03:00:00,2011,2010-11-22 03:00:00
"7803",28090800,"2010-11-22 04:00:00","    18578829",-87.38462,34.28121,0.299,10.544,0,2010-11-22 04:00:00,2011,2010-11-22 04:00:00
"7804",28094400,"2010-11-22 05:00:00","    18578829",-87.38462,34.28121,0.299,10.548,0,2010-11-22 05:00:00,2011,2010-11-22 05:00:00
"7805",28098000,"2010-11-22 06:00:00","    18578829",-87.38462,34.28121,0.299,10.552,0,2010-11-22 06:00:00,2011,2010-11-22 06:00:00
"7806",28101600,"2010-11-22 07:00:00","    18578829",-87.38462,34.28121,0.299,10.557,0,2010-11-22 07:00:00,2011,2010-11-22 07:00:00
"7807",28105200,"2010-11-22 08:00:00","    18578829",-87.38462,34.28121,0.299,10.562,0,2010-11-22 08:00:00,2011,2010-11-22 08:00:00
"7808",28108800,"2010-11-22 09:00:00","    18578829",-87.38462,34.28121,0.299,10.567,0,2010-11-22 09:00:00,2011,2010-11-22 09:00:00
"7809",28112400,"2010-11-22 10:00:00","    18578829",-87.38462,34.28121,0.299,10.573,0,2010-11-22 10:00:00,2011,2010-11-22 10:00:00
"7810",28116000,"2010-11-22 11:00:00","    18578829",-87.38462,34.28121,0.3,10.579,0,2010-11-22 11:00:00,2011,2010-11-22 11:00:00
"7811",28119600,"2010-11-22 12:00:00","    18578829",-87.38462,34.28121,0.3,10.585,0,2010-11-22 12:00:00,2011,2010-11-22 12:00:00
"7812",28123200,"2010-11-22 13:00:00","    18578829",-87.38462,34.28121,0.3,10.592,0,2010-11-22 13:00:00,2011,2010-11-22 13:00:00
"7813",28126800,"2010-11-22 14:00:00","    18578829",-87.38462,34.28121,0.3,10.598,0,2010-11-22 14:00:00,2011,2010-11-22 14:00:00
"7814",28130400,"2010-11-22 15:00:00","    18578829",-87.38462,34.28121,0.3,10.605,0,2010-11-22 15:00:00,2011,2010-11-22 15:00:00
"7815",28134000,"2010-11-22 16:00:00","    18578829",-87.38462,34.28121,0.301,10.614,0,2010-11-22 16:00:00,2011,2010-11-22 16:00:00
"7816",28137600,"2010-11-22 17:00:00","    18578829",-87.38462,34.28121,0.301,10.625,0,2010-11-22 17:00:00,2011,2010-11-22 17:00:00
"7817",28141200,"2010-11-22 18:00:00","    18578829",-87.38462,34.28121,0.301,10.638,0,2010-11-22 18:00:00,2011,2010-11-22 18:00:00
"7818",28144800,"2010-11-22 19:00:00","    18578829",-87.38462,34.28121,0.302,10.65,0,2010-11-22 19:00:00,2011,2010-11-22 19:00:00
"7819",28148400,"2010-11-22 20:00:00","    18578829",-87.38462,34.28121,0.302,10.659,0,2010-11-22 20:00:00,2011,2010-11-22 20:00:00
"7820",28152000,"2010-11-22 21:00:00","    18578829",-87.38462,34.28121,0.302,10.665,0,2010-11-22 21:00:00,2011,2010-11-22 21:00:00
"7821",28155600,"2010-11-22 22:00:00","    18578829",-87.38462,34.28121,0.302,10.669,0,2010-11-22 22:00:00,2011,2010-11-22 22:00:00
"7822",28159200,"2010-11-22 23:00:00","    18578829",-87.38462,34.28121,0.302,10.674,0,2010-11-22 23:00:00,2011,2010-11-22 23:00:00
"7823",28162800,"2010-11-23 00:00:00","    18578829",-87.38462,34.28121,0.302,10.679,0,2010-11-23 00:00:00,2011,2010-11-23 00:00:00
"7824",28166400,"2010-11-23 01:00:00","    18578829",-87.38462,34.28121,0.303,10.688,0,2010-11-23 01:00:00,2011,2010-11-23 01:00:00
"7825",28170000,"2010-11-23 02:00:00","    18578829",-87.38462,34.28121,0.303,10.697,0,2010-11-23 02:00:00,2011,2010-11-23 02:00:00
"7826",28173600,"2010-11-23 03:00:00","    18578829",-87.38462,34.28121,0.303,10.707,0,2010-11-23 03:00:00,2011,2010-11-23 03:00:00
"7827",28177200,"2010-11-23 04:00:00","    18578829",-87.38462,34.28121,0.303,10.715,0,2010-11-23 04:00:00,2011,2010-11-23 04:00:00
"7828",28180800,"2010-11-23 05:00:00","    18578829",-87.38462,34.28121,0.304,10.723,0,2010-11-23 05:00:00,2011,2010-11-23 05:00:00
"7829",28184400,"2010-11-23 06:00:00","    18578829",-87.38462,34.28121,0.304,10.73,0,2010-11-23 06:00:00,2011,2010-11-23 06:00:00
"7830",28188000,"2010-11-23 07:00:00","    18578829",-87.38462,34.28121,0.304,10.738,0,2010-11-23 07:00:00,2011,2010-11-23 07:00:00
"7831",28191600,"2010-11-23 08:00:00","    18578829",-87.38462,34.28121,0.304,10.745,0,2010-11-23 08:00:00,2011,2010-11-23 08:00:00
"7832",28195200,"2010-11-23 09:00:00","    18578829",-87.38462,34.28121,0.304,10.753,0,2010-11-23 09:00:00,2011,2010-11-23 09:00:00
"7833",28198800,"2010-11-23 10:00:00","    18578829",-87.38462,34.28121,0.305,10.761,0,2010-11-23 10:00:00,2011,2010-11-23 10:00:00
"7834",28202400,"2010-11-23 11:00:00","    18578829",-87.38462,34.28121,0.305,10.769,0,2010-11-23 11:00:00,2011,2010-11-23 11:00:00
"7835",28206000,"2010-11-23 12:00:00","    18578829",-87.38462,34.28121,0.305,10.782,0,2010-11-23 12:00:00,2011,2010-11-23 12:00:00
"7836",28209600,"2010-11-23 13:00:00","    18578829",-87.38462,34.28121,0.305,10.787,0,2010-11-23 13:00:00,2011,2010-11-23 13:00:00
"7837",28213200,"2010-11-23 14:00:00","    18578829",-87.38462,34.28121,0.306,10.791,0,2010-11-23 14:00:00,2011,2010-11-23 14:00:00
"7838",28216800,"2010-11-23 15:00:00","    18578829",-87.38462,34.28121,0.333,11.749,0,2010-11-23 15:00:00,2011,2010-11-23 15:00:00
"7839",28220400,"2010-11-23 16:00:00","    18578829",-87.38462,34.28121,1.433,50.589,0,2010-11-23 16:00:00,2011,2010-11-23 16:00:00
"7840",28224000,"2010-11-23 17:00:00","    18578829",-87.38462,34.28121,1.462,51.64,0,2010-11-23 17:00:00,2011,2010-11-23 17:00:00
"7841",28227600,"2010-11-23 18:00:00","    18578829",-87.38462,34.28121,1.358,47.945,0,2010-11-23 18:00:00,2011,2010-11-23 18:00:00
"7842",28231200,"2010-11-23 19:00:00","    18578829",-87.38462,34.28121,1.26,44.494,0,2010-11-23 19:00:00,2011,2010-11-23 19:00:00
"7843",28234800,"2010-11-23 20:00:00","    18578829",-87.38462,34.28121,1.146,40.476,0,2010-11-23 20:00:00,2011,2010-11-23 20:00:00
